rawDemand_MW,rawIrradiance_Wm_2,raPV_power_mw,rawPanel_temp_C,dateTimeUTC,dateTimeLocal,year,monthName,dayOfWeek,hourNumber,settlementPeriod,timeofDayLocal,bankHoliday,workingDay
2.35,0,0,0.94,2017-12-27 02:30:00.0000000,2017-12-27 02:30:00.0000000,2017,Dec,Wed,0,17286,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
2.2,0,0,0.72,2017-12-27 03:00:00.0000000,2017-12-27 03:00:00.0000000,2017,Dec,Wed,0,17287,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
2.14,0,0,1.41,2017-12-27 03:30:00.0000000,2017-12-27 03:30:00.0000000,2017,Dec,Wed,0,17288,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
2.01,0,0,2.07,2017-12-27 04:00:00.0000000,2017-12-27 04:00:00.0000000,2017,Dec,Wed,0,17289,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
1.94,0,0,1.71,2017-12-27 04:30:00.0000000,2017-12-27 04:30:00.0000000,2017,Dec,Wed,0,17290,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
2.03,0,0,2.21,2017-12-27 05:00:00.0000000,2017-12-27 05:00:00.0000000,2017,Dec,Wed,0,17291,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
2.07,0,0,1.58,2017-12-27 05:30:00.0000000,2017-12-27 05:30:00.0000000,2017,Dec,Wed,0,17292,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.3,0,0,1.91,2017-12-27 06:00:00.0000000,2017-12-27 06:00:00.0000000,2017,Dec,Wed,0,17293,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.49,0,0,1.96,2017-12-27 06:30:00.0000000,2017-12-27 06:30:00.0000000,2017,Dec,Wed,0,17294,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
2.63,0,0,0.77,2017-12-27 07:00:00.0000000,2017-12-27 07:00:00.0000000,2017,Dec,Wed,0,17295,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
2.9,0,0,0.77,2017-12-27 07:30:00.0000000,2017-12-27 07:30:00.0000000,2017,Dec,Wed,0,17296,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
3.21,2.84,0,1.88,2017-12-27 08:00:00.0000000,2017-12-27 08:00:00.0000000,2017,Dec,Wed,0,17297,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
3.5,26.52,0.07,1.69,2017-12-27 08:30:00.0000000,2017-12-27 08:30:00.0000000,2017,Dec,Wed,0,17298,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
3.75,180.3,0.33,2.33,2017-12-27 09:00:00.0000000,2017-12-27 09:00:00.0000000,2017,Dec,Wed,0,17299,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
3.86,323.88,0.67,5.23,2017-12-27 09:30:00.0000000,2017-12-27 09:30:00.0000000,2017,Dec,Wed,0,17300,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
3.96,311.66,0.88,6.96,2017-12-27 10:00:00.0000000,2017-12-27 10:00:00.0000000,2017,Dec,Wed,0,17301,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
3.99,153.08,0.58,4.16,2017-12-27 10:30:00.0000000,2017-12-27 10:30:00.0000000,2017,Dec,Wed,0,17302,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
4.17,47.94,0.21,3.73,2017-12-27 11:00:00.0000000,2017-12-27 11:00:00.0000000,2017,Dec,Wed,0,17303,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
4.2,55.13,0.22,2.19,2017-12-27 11:30:00.0000000,2017-12-27 11:30:00.0000000,2017,Dec,Wed,0,17304,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
4.08,261.2,0.88,2.76,2017-12-27 12:00:00.0000000,2017-12-27 12:00:00.0000000,2017,Dec,Wed,0,17305,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
3.82,484.46,1.7,8.13,2017-12-27 12:30:00.0000000,2017-12-27 12:30:00.0000000,2017,Dec,Wed,0,17306,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
3.9,292.26,1.02,7.6,2017-12-27 13:00:00.0000000,2017-12-27 13:00:00.0000000,2017,Dec,Wed,0,17307,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
3.65,474.17,1.56,7.68,2017-12-27 13:30:00.0000000,2017-12-27 13:30:00.0000000,2017,Dec,Wed,0,17308,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
3.59,418.85,1.32,8.38,2017-12-27 14:00:00.0000000,2017-12-27 14:00:00.0000000,2017,Dec,Wed,0,17309,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
3.59,338.07,0.94,7.08,2017-12-27 14:30:00.0000000,2017-12-27 14:30:00.0000000,2017,Dec,Wed,0,17310,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
3.83,118.82,0.29,4.78,2017-12-27 15:00:00.0000000,2017-12-27 15:00:00.0000000,2017,Dec,Wed,0,17311,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
3.95,47.92,0.1,1.92,2017-12-27 15:30:00.0000000,2017-12-27 15:30:00.0000000,2017,Dec,Wed,0,17312,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
4.27,5.1,0.01,1.13,2017-12-27 16:00:00.0000000,2017-12-27 16:00:00.0000000,2017,Dec,Wed,0,17313,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
4.77,0,0,0.87,2017-12-27 16:30:00.0000000,2017-12-27 16:30:00.0000000,2017,Dec,Wed,0,17314,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
5.17,0,0,0.26,2017-12-27 17:00:00.0000000,2017-12-27 17:00:00.0000000,2017,Dec,Wed,0,17315,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
5.22,0,0,0.44,2017-12-27 17:30:00.0000000,2017-12-27 17:30:00.0000000,2017,Dec,Wed,0,17316,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
5.11,0,0,1.09,2017-12-27 18:00:00.0000000,2017-12-27 18:00:00.0000000,2017,Dec,Wed,0,17317,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
4.84,0,0,0.45,2017-12-27 18:30:00.0000000,2017-12-27 18:30:00.0000000,2017,Dec,Wed,0,17318,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
4.66,0,0,0.67,2017-12-27 19:00:00.0000000,2017-12-27 19:00:00.0000000,2017,Dec,Wed,0,17319,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
4.54,0,0,1.11,2017-12-27 19:30:00.0000000,2017-12-27 19:30:00.0000000,2017,Dec,Wed,0,17320,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
4.28,0,0,0.75,2017-12-27 20:00:00.0000000,2017-12-27 20:00:00.0000000,2017,Dec,Wed,0,17321,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
4.07,0,0,0,2017-12-27 20:30:00.0000000,2017-12-27 20:30:00.0000000,2017,Dec,Wed,0,17322,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
3.92,0,0,0.94,2017-12-27 21:00:00.0000000,2017-12-27 21:00:00.0000000,2017,Dec,Wed,0,17323,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
3.62,0,0,-0.04,2017-12-27 21:30:00.0000000,2017-12-27 21:30:00.0000000,2017,Dec,Wed,0,17324,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
3.39,0,0,-1.44,2017-12-27 22:00:00.0000000,2017-12-27 22:00:00.0000000,2017,Dec,Wed,0,17325,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
3,0,0,-1.01,2017-12-27 22:30:00.0000000,2017-12-27 22:30:00.0000000,2017,Dec,Wed,0,17326,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.77,0,0,-1.3,2017-12-27 23:00:00.0000000,2017-12-27 23:00:00.0000000,2017,Dec,Wed,0,17327,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
2.57,0,0,-1.7,2017-12-27 23:30:00.0000000,2017-12-27 23:30:00.0000000,2017,Dec,Wed,0,17328,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
2.93,0,0,-1.11,2017-12-28 00:00:00.0000000,2017-12-28 00:00:00.0000000,2017,Dec,Thu,0,17329,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
2.82,0,0,-1.13,2017-12-28 00:30:00.0000000,2017-12-28 00:30:00.0000000,2017,Dec,Thu,0,17330,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
2.56,0,0,-1.83,2017-12-28 01:00:00.0000000,2017-12-28 01:00:00.0000000,2017,Dec,Thu,0,17331,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
2.44,0,0,-0.88,2017-12-28 01:30:00.0000000,2017-12-28 01:30:00.0000000,2017,Dec,Thu,0,17332,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
2.49,0,0,-1.38,2017-12-28 02:00:00.0000000,2017-12-28 02:00:00.0000000,2017,Dec,Thu,0,17333,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
2.37,0,0,0.4,2017-12-28 02:30:00.0000000,2017-12-28 02:30:00.0000000,2017,Dec,Thu,0,17334,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
2.28,0,0,-1.67,2017-12-28 03:00:00.0000000,2017-12-28 03:00:00.0000000,2017,Dec,Thu,0,17335,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
2.23,0,0,-1.56,2017-12-28 03:30:00.0000000,2017-12-28 03:30:00.0000000,2017,Dec,Thu,0,17336,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
2.14,0,0,-1.02,2017-12-28 04:00:00.0000000,2017-12-28 04:00:00.0000000,2017,Dec,Thu,0,17337,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
2.01,0,0,-0.77,2017-12-28 04:30:00.0000000,2017-12-28 04:30:00.0000000,2017,Dec,Thu,0,17338,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
2.14,0,0,-0.63,2017-12-28 05:00:00.0000000,2017-12-28 05:00:00.0000000,2017,Dec,Thu,0,17339,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
2.19,0,0,-1.07,2017-12-28 05:30:00.0000000,2017-12-28 05:30:00.0000000,2017,Dec,Thu,0,17340,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.47,0,0,-1.83,2017-12-28 06:00:00.0000000,2017-12-28 06:00:00.0000000,2017,Dec,Thu,0,17341,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.64,0,0,-1.74,2017-12-28 06:30:00.0000000,2017-12-28 06:30:00.0000000,2017,Dec,Thu,0,17342,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
2.81,0,0,-1.49,2017-12-28 07:00:00.0000000,2017-12-28 07:00:00.0000000,2017,Dec,Thu,0,17343,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
3.09,0,0,-1.8,2017-12-28 07:30:00.0000000,2017-12-28 07:30:00.0000000,2017,Dec,Thu,0,17344,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
3.38,4.01,0.01,-2.03,2017-12-28 08:00:00.0000000,2017-12-28 08:00:00.0000000,2017,Dec,Thu,0,17345,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
3.71,26.78,0.08,-1.97,2017-12-28 08:30:00.0000000,2017-12-28 08:30:00.0000000,2017,Dec,Thu,0,17346,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
3.87,106.71,0.25,-1.38,2017-12-28 09:00:00.0000000,2017-12-28 09:00:00.0000000,2017,Dec,Thu,0,17347,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
3.93,259.48,0.59,0.52,2017-12-28 09:30:00.0000000,2017-12-28 09:30:00.0000000,2017,Dec,Thu,0,17348,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
4.08,190.91,0.61,7.74,2017-12-28 10:00:00.0000000,2017-12-28 10:00:00.0000000,2017,Dec,Thu,0,17349,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
3.96,178.1,0.72,4.06,2017-12-28 10:30:00.0000000,2017-12-28 10:30:00.0000000,2017,Dec,Thu,0,17350,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
3.98,164.83,0.67,5.9,2017-12-28 11:00:00.0000000,2017-12-28 11:00:00.0000000,2017,Dec,Thu,0,17351,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
3.72,393.22,1.38,11.09,2017-12-28 11:30:00.0000000,2017-12-28 11:30:00.0000000,2017,Dec,Thu,0,17352,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
3.78,197.81,0.78,8.29,2017-12-28 12:00:00.0000000,2017-12-28 12:00:00.0000000,2017,Dec,Thu,0,17353,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
3.81,212.11,0.87,8.71,2017-12-28 12:30:00.0000000,2017-12-28 12:30:00.0000000,2017,Dec,Thu,0,17354,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
3.64,380.53,1.41,10.99,2017-12-28 13:00:00.0000000,2017-12-28 13:00:00.0000000,2017,Dec,Thu,0,17355,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
3.52,482.69,1.55,20.68,2017-12-28 13:30:00.0000000,2017-12-28 13:30:00.0000000,2017,Dec,Thu,0,17356,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
3.48,344.44,1.12,19.89,2017-12-28 14:00:00.0000000,2017-12-28 14:00:00.0000000,2017,Dec,Thu,0,17357,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
3.65,156.53,0.51,15.21,2017-12-28 14:30:00.0000000,2017-12-28 14:30:00.0000000,2017,Dec,Thu,0,17358,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
3.78,57.94,0.21,5.26,2017-12-28 15:00:00.0000000,2017-12-28 15:00:00.0000000,2017,Dec,Thu,0,17359,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
3.92,22.81,0.09,4.81,2017-12-28 15:30:00.0000000,2017-12-28 15:30:00.0000000,2017,Dec,Thu,0,17360,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
4.28,2.74,0.01,2.4,2017-12-28 16:00:00.0000000,2017-12-28 16:00:00.0000000,2017,Dec,Thu,0,17361,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
4.86,0,0,2.3,2017-12-28 16:30:00.0000000,2017-12-28 16:30:00.0000000,2017,Dec,Thu,0,17362,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
5.26,0,0,0.47,2017-12-28 17:00:00.0000000,2017-12-28 17:00:00.0000000,2017,Dec,Thu,0,17363,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
5.34,0,0,1.75,2017-12-28 17:30:00.0000000,2017-12-28 17:30:00.0000000,2017,Dec,Thu,0,17364,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
5.31,0,0,2.56,2017-12-28 18:00:00.0000000,2017-12-28 18:00:00.0000000,2017,Dec,Thu,0,17365,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
5.15,0,0,3.56,2017-12-28 18:30:00.0000000,2017-12-28 18:30:00.0000000,2017,Dec,Thu,0,17366,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
4.92,0,0,3.63,2017-12-28 19:00:00.0000000,2017-12-28 19:00:00.0000000,2017,Dec,Thu,0,17367,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
4.69,0,0,3.9,2017-12-28 19:30:00.0000000,2017-12-28 19:30:00.0000000,2017,Dec,Thu,0,17368,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
4.42,0,0,3.87,2017-12-28 20:00:00.0000000,2017-12-28 20:00:00.0000000,2017,Dec,Thu,0,17369,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
4.23,0,0,3.82,2017-12-28 20:30:00.0000000,2017-12-28 20:30:00.0000000,2017,Dec,Thu,0,17370,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
3.96,0,0,4.18,2017-12-28 21:00:00.0000000,2017-12-28 21:00:00.0000000,2017,Dec,Thu,0,17371,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
3.75,0,0,4.65,2017-12-28 21:30:00.0000000,2017-12-28 21:30:00.0000000,2017,Dec,Thu,0,17372,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
3.44,0.03,0,5.35,2017-12-28 22:00:00.0000000,2017-12-28 22:00:00.0000000,2017,Dec,Thu,0,17373,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
3.06,0,0,6.22,2017-12-28 22:30:00.0000000,2017-12-28 22:30:00.0000000,2017,Dec,Thu,0,17374,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.85,0,0,6.73,2017-12-28 23:00:00.0000000,2017-12-28 23:00:00.0000000,2017,Dec,Thu,0,17375,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
2.62,0,0,6.1,2017-12-28 23:30:00.0000000,2017-12-28 23:30:00.0000000,2017,Dec,Thu,0,17376,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
2.86,0,0,5.76,2017-12-29 00:00:00.0000000,2017-12-29 00:00:00.0000000,2017,Dec,Fri,0,17377,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
2.79,0,0,5.49,2017-12-29 00:30:00.0000000,2017-12-29 00:30:00.0000000,2017,Dec,Fri,0,17378,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
2.57,0,0,6.03,2017-12-29 01:00:00.0000000,2017-12-29 01:00:00.0000000,2017,Dec,Fri,0,17379,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
2.49,0,0,6.48,2017-12-29 01:30:00.0000000,2017-12-29 01:30:00.0000000,2017,Dec,Fri,0,17380,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
2.54,0,0,6.8,2017-12-29 02:00:00.0000000,2017-12-29 02:00:00.0000000,2017,Dec,Fri,0,17381,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
2.42,0,0,7.43,2017-12-29 02:30:00.0000000,2017-12-29 02:30:00.0000000,2017,Dec,Fri,0,17382,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
2.3,0,0,6.69,2017-12-29 03:00:00.0000000,2017-12-29 03:00:00.0000000,2017,Dec,Fri,0,17383,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
2.25,0,0,6.14,2017-12-29 03:30:00.0000000,2017-12-29 03:30:00.0000000,2017,Dec,Fri,0,17384,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
2.17,0,0,6.08,2017-12-29 04:00:00.0000000,2017-12-29 04:00:00.0000000,2017,Dec,Fri,0,17385,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
2.14,0,0,6.43,2017-12-29 04:30:00.0000000,2017-12-29 04:30:00.0000000,2017,Dec,Fri,0,17386,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
2.19,0,0,7.2,2017-12-29 05:00:00.0000000,2017-12-29 05:00:00.0000000,2017,Dec,Fri,0,17387,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
2.27,0,0,8.15,2017-12-29 05:30:00.0000000,2017-12-29 05:30:00.0000000,2017,Dec,Fri,0,17388,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.53,0,0,8.1,2017-12-29 06:00:00.0000000,2017-12-29 06:00:00.0000000,2017,Dec,Fri,0,17389,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.79,0,0,6.09,2017-12-29 06:30:00.0000000,2017-12-29 06:30:00.0000000,2017,Dec,Fri,0,17390,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
2.84,0,0,6.5,2017-12-29 07:00:00.0000000,2017-12-29 07:00:00.0000000,2017,Dec,Fri,0,17391,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
3.03,0,0,5.82,2017-12-29 07:30:00.0000000,2017-12-29 07:30:00.0000000,2017,Dec,Fri,0,17392,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
3.3,0.25,0,6.1,2017-12-29 08:00:00.0000000,2017-12-29 08:00:00.0000000,2017,Dec,Fri,0,17393,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
3.53,5.77,0.02,6.43,2017-12-29 08:30:00.0000000,2017-12-29 08:30:00.0000000,2017,Dec,Fri,0,17394,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
3.65,72.2,0.17,6.31,2017-12-29 09:00:00.0000000,2017-12-29 09:00:00.0000000,2017,Dec,Fri,0,17395,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
3.92,116.67,0.37,9.1,2017-12-29 09:30:00.0000000,2017-12-29 09:30:00.0000000,2017,Dec,Fri,0,17396,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
4.03,218.55,0.63,6.47,2017-12-29 10:00:00.0000000,2017-12-29 10:00:00.0000000,2017,Dec,Fri,0,17397,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
3.97,320.56,1.22,11.84,2017-12-29 10:30:00.0000000,2017-12-29 10:30:00.0000000,2017,Dec,Fri,0,17398,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
4.15,177.45,0.61,7.56,2017-12-29 11:00:00.0000000,2017-12-29 11:00:00.0000000,2017,Dec,Fri,0,17399,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
3.88,459.27,1.51,9.95,2017-12-29 11:30:00.0000000,2017-12-29 11:30:00.0000000,2017,Dec,Fri,0,17400,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
4.01,219.62,0.83,10.73,2017-12-29 12:00:00.0000000,2017-12-29 12:00:00.0000000,2017,Dec,Fri,0,17401,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
3.94,332.47,1.2,7.47,2017-12-29 12:30:00.0000000,2017-12-29 12:30:00.0000000,2017,Dec,Fri,0,17402,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
3.84,269.63,1,9.8,2017-12-29 13:00:00.0000000,2017-12-29 13:00:00.0000000,2017,Dec,Fri,0,17403,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
3.78,162.98,0.71,9.37,2017-12-29 13:30:00.0000000,2017-12-29 13:30:00.0000000,2017,Dec,Fri,0,17404,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
3.72,160.32,0.64,8.9,2017-12-29 14:00:00.0000000,2017-12-29 14:00:00.0000000,2017,Dec,Fri,0,17405,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
3.76,91.77,0.38,8.16,2017-12-29 14:30:00.0000000,2017-12-29 14:30:00.0000000,2017,Dec,Fri,0,17406,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
3.85,55.58,0.23,7.63,2017-12-29 15:00:00.0000000,2017-12-29 15:00:00.0000000,2017,Dec,Fri,0,17407,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
4.01,21.85,0.08,7.07,2017-12-29 15:30:00.0000000,2017-12-29 15:30:00.0000000,2017,Dec,Fri,0,17408,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
4.29,8.56,0.03,6.54,2017-12-29 16:00:00.0000000,2017-12-29 16:00:00.0000000,2017,Dec,Fri,0,17409,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
4.83,0,0,6.65,2017-12-29 16:30:00.0000000,2017-12-29 16:30:00.0000000,2017,Dec,Fri,0,17410,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
5.12,0,0,6.58,2017-12-29 17:00:00.0000000,2017-12-29 17:00:00.0000000,2017,Dec,Fri,0,17411,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
5.25,0,0,6.59,2017-12-29 17:30:00.0000000,2017-12-29 17:30:00.0000000,2017,Dec,Fri,0,17412,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
5.17,0,0,7.01,2017-12-29 18:00:00.0000000,2017-12-29 18:00:00.0000000,2017,Dec,Fri,0,17413,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
4.96,0,0,7.28,2017-12-29 18:30:00.0000000,2017-12-29 18:30:00.0000000,2017,Dec,Fri,0,17414,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
4.7,0,0,6.61,2017-12-29 19:00:00.0000000,2017-12-29 19:00:00.0000000,2017,Dec,Fri,0,17415,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
4.48,0,0,6.6,2017-12-29 19:30:00.0000000,2017-12-29 19:30:00.0000000,2017,Dec,Fri,0,17416,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
4.18,0,0,7,2017-12-29 20:00:00.0000000,2017-12-29 20:00:00.0000000,2017,Dec,Fri,0,17417,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
3.96,0,0,7.47,2017-12-29 20:30:00.0000000,2017-12-29 20:30:00.0000000,2017,Dec,Fri,0,17418,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
3.74,0,0,7.56,2017-12-29 21:00:00.0000000,2017-12-29 21:00:00.0000000,2017,Dec,Fri,0,17419,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
3.53,0,0,8.66,2017-12-29 21:30:00.0000000,2017-12-29 21:30:00.0000000,2017,Dec,Fri,0,17420,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
3.26,0,0,9.65,2017-12-29 22:00:00.0000000,2017-12-29 22:00:00.0000000,2017,Dec,Fri,0,17421,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
2.96,0,0,8.89,2017-12-29 22:30:00.0000000,2017-12-29 22:30:00.0000000,2017,Dec,Fri,0,17422,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.74,0,0,8.03,2017-12-29 23:00:00.0000000,2017-12-29 23:00:00.0000000,2017,Dec,Fri,0,17423,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
2.54,0,0,9.14,2017-12-29 23:30:00.0000000,2017-12-29 23:30:00.0000000,2017,Dec,Fri,0,17424,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
2.78,0,0,9.67,2017-12-30 00:00:00.0000000,2017-12-30 00:00:00.0000000,2017,Dec,Sat,0,17425,2021-01-31 00:00:00.0000000,NOT HOLIDAY,NWD
2.63,0,0,10.81,2017-12-30 00:30:00.0000000,2017-12-30 00:30:00.0000000,2017,Dec,Sat,0,17426,2021-01-31 00:30:00.0000000,NOT HOLIDAY,NWD
2.48,0,0,10.9,2017-12-30 01:00:00.0000000,2017-12-30 01:00:00.0000000,2017,Dec,Sat,0,17427,2021-01-31 01:00:00.0000000,NOT HOLIDAY,NWD
2.32,0,0,10.95,2017-12-30 01:30:00.0000000,2017-12-30 01:30:00.0000000,2017,Dec,Sat,0,17428,2021-01-31 01:30:00.0000000,NOT HOLIDAY,NWD
2.32,0,0,10.8,2017-12-30 02:00:00.0000000,2017-12-30 02:00:00.0000000,2017,Dec,Sat,0,17429,2021-01-31 02:00:00.0000000,NOT HOLIDAY,NWD
2.23,0,0,10.82,2017-12-30 02:30:00.0000000,2017-12-30 02:30:00.0000000,2017,Dec,Sat,0,17430,2021-01-31 02:30:00.0000000,NOT HOLIDAY,NWD
2.14,0,0,10.76,2017-12-30 03:00:00.0000000,2017-12-30 03:00:00.0000000,2017,Dec,Sat,0,17431,2021-01-31 03:00:00.0000000,NOT HOLIDAY,NWD
